Person Number,Location Code,Craft Vs Professionals,Area,Business Function
20011812,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
517685,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
517549,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
517697,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
517539,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
517855,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011803,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011809,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011848,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011850,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011852,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011647,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011648,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011651,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011656,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011685,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011689,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011695,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011738,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011740,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011739,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011683,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011815,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011816,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011819,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
517339,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Supply Chain
518682,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
517273,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
518404,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
518388,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011854,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
20011702,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011707,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011712,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011744,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011745,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011746,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011747,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011686,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011691,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011820,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011823,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011824,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
518523,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
519904,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
517269,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
520287,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
517600,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
519365,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
517618,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011814,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011813,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011856,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011858,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
517730,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011653,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011657,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
519203,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
517526,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011750,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011751,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011753,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011752,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011698,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011827,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011828,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011831,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011833,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011834,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
519453,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
518198,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
520159,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
518352,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
518599,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
517699,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011639,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011646,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011817,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011818,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011821,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011822,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011825,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011643,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011661,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011666,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011667,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011670,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
519223,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011756,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011757,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011758,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011759,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011762,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011704,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011711,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011835,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011836,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011837,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20011838,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
522412,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523130,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523788,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523996,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
525828,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523668,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523816,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523324,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523018,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
522789,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523117,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523778,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
524199,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
524424,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
535938,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
524326,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523505,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523801,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523799,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
544398,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
546318,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
544952,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
546176,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
546733,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
527024,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
535693,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
524568,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
535691,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
525486,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
543036,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
545275,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Supply Chain
545659,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
546132,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
544906,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
547664,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
545167,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
546630,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
544907,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
544934,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
544835,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
538660,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
539591,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
547671,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
538372,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
524187,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
536105,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
524393,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
526086,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523613,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
527214,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523102,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523293,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523598,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
522644,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
522563,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523326,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
546343,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
522323,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523544,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
522869,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
522802,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523185,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
546514,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
544672,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
546502,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
545344,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
546351,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
544565,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523079,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
522879,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523575,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523495,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
522554,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
523141,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
522808,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
504899,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
521357,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Supply Chain
513549,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
521738,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
516232,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
513679,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
537707,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
539554,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
539141,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
539244,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
20006330,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
540928,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
542462,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
540053,Altamira MX Lado Poniente,PROFESSIONAL,"North, Central and South America",Fabrication
511639,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
537200,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
521941,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
521815,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
522167,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
505002,Altamira MX Lado Poniente,CRAFT,"North, Central and South America",Fabrication
